,role,location,url
271,"Android Engineer, Client Platform",London or Remote EMEA,https://www.lifeatspotify.com/jobs/android-engineer-client-platform
272,"Senior Backend Engineer, Personalization",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-backend-engineer-personalization
273,"iOS Engineer, Consumer Experience",Amsterdam or Remote EMEA,https://www.lifeatspotify.com/jobs/ios-engineer-consumer-experience
274,"Senior Product Designer, Data Foundations",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-designer-data-insights
275,"Creator Operations & Policy Lead, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/creator-operations-policy-lead-talk
276,"Staff Data Scientist, Advertising Sales and Operations",New York or Remote Americas,https://www.lifeatspotify.com/jobs/staff-data-scientist-advertising-sales-and-operations
277,Client Partner Indonesia,Singapore,https://www.lifeatspotify.com/jobs/client-partner-indonesia
278,"Client Partner, CPG",Chicago,https://www.lifeatspotify.com/jobs/client-partner-cpg
279,Video & Animation Producer,New York,https://www.lifeatspotify.com/jobs/video-animation-producer
280,"Policy Manager, Trust & Safety",New York,https://www.lifeatspotify.com/jobs/policy-manager-trust-safety
281,"Communications Manager, Andean Region",Bogotá,https://www.lifeatspotify.com/jobs/communications-manager-andean-region
282,"Account Director, Fashion & Luxury",Milan,https://www.lifeatspotify.com/jobs/account-director-fashion-luxury
283,Manager Label Business Affairs,Mumbai,https://www.lifeatspotify.com/jobs/manager-label-business-affairs
284,"Client Partner, AMP",New York,https://www.lifeatspotify.com/jobs/client-partner-amp
285,"Insights Manager, Market Research, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/insights-manager-market-research-talk
286,"Senior Android Engineer, Main App Quality",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-android-engineer-main-app-quality
287,"Design Manager, Growth Opportunities",New York or Remote Americas,https://www.lifeatspotify.com/jobs/design-manager-growth-opportunities
288,"Senior Machine Learning Engineer, Voice Personalization",Boston,https://www.lifeatspotify.com/jobs/senior-machine-learning-engineer-voice-personalization
289,"Senior Data Engineer, Personalization",Boston or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-engineer-personalization
290,"Global Category Development Officer, CPG",Chicago or Remote Americas,https://www.lifeatspotify.com/jobs/global-category-development-officer-cpg
291,"Engineering Manager, Audiobooks and Gated Content",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-audiobooks-and-gated-content
292,"Brand Marketing Manager, Noteable (Songwriters, Producers, & Publishers)",New York or Remote Americas,https://www.lifeatspotify.com/jobs/brand-marketing-manager-noteable-songwriters-producers-publishers
293,"Senior Product Designer, Ads Design System, Ads Performance Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-designer-ads-design-system-ads-performance-platform
294,Legal Counsel,New York,https://www.lifeatspotify.com/jobs/legal-counsel-2
295,"Staff Machine Learning Engineer, Rewards",New York,https://www.lifeatspotify.com/jobs/staff-machine-learning-engineer-rewards
296,"Staff Machine Learning Engineer, Home Ranking",New York,https://www.lifeatspotify.com/jobs/staff-machine-learning-engineer-lifetime-value
297,"Senior Data Engineer, Financial Data Products",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-data-engineer-financial-data-products
298,"Machine Learning Engineering Manager, Freemium",New York or Remote Americas,https://www.lifeatspotify.com/jobs/machine-learning-engineering-manager-freemium-2
299,"Director of Engineering, Experience",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/director-of-engineering-experience
300,"Android Engineer, Consumer Experience",Madrid or Remote EMEA,https://www.lifeatspotify.com/jobs/android-engineer-consumer-experience
301,Data Scientist,Mumbai,https://www.lifeatspotify.com/jobs/data-scientist
302,"Data Engineer, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-personalization-2
303,"Solutions Engineer, Tooling, Integrations, & Labs, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/solutions-engineer-tooling-integrations-labs-advertising
304,"Full Stack Engineer, Integrations, Tooling, Integrations, & Labs, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/full-stack-engineer-integrations-tooling-integrations-labs-advertising
305,Marketing Technology Engineer,New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-marketing-technology
306,"Senior/User Researcher, Formats & Machine Learning",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-user-researcher-formats-machine-learning
307,Agency Development Lead,Berlin,https://www.lifeatspotify.com/jobs/agency-development-lead-2
308,"Principal Product Manager Play X, Consumer Experience",Stockholm,https://www.lifeatspotify.com/jobs/principal-product-manager-play-x-consumer-experience
309,Agency Development Lead,London,https://www.lifeatspotify.com/jobs/agency-development-lead
310,"Staff Backend Engineer, Personalization",New York,https://www.lifeatspotify.com/jobs/staff-backend-engineer-personalization
311,"Senior Product Manager, Cloud Foundations",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-product-manager-cloud-foundations-2
312,Creator Partner Manager South,India (Home Mix),https://www.lifeatspotify.com/jobs/creator-partner-manager-south
313,"Data Scientist, Advertising Economics",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-advertising-economics
314,"Engineering Manager, Consumer Experience",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-consumer-experience
315,Studios Marketing Manager,Tokyo,https://www.lifeatspotify.com/jobs/studios-marketing-manager
316,"Media Manager, Japan",Tokyo,https://www.lifeatspotify.com/jobs/media-manager-japan
317,"Senior Manager, Government Affairs, Europe",Stockholm,https://www.lifeatspotify.com/jobs/government-affairs-manager-europe
318,"Program Manager, Financial Engineering",London or Remote EMEA,https://www.lifeatspotify.com/jobs/program-manager-financial-engineering-2
319,"Backend Engineer, Spotify for Artists, Growth",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-spotify-for-artists-growth
320,"Data Engineer, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-personalization
321,"Senior Engineering Manager, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-personalization-2
322,"Full Stack Engineer, Cost Engineering",New York or Remote Americas,https://www.lifeatspotify.com/jobs/full-stack-engineer-cost-engineering
323,"Sales Trainer, Advertising Partners",New York or Remote Americas,https://www.lifeatspotify.com/jobs/sales-trainer-advertising-partners
324,"Creative Director, Creator Marketing, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/creative-director-creator-marketing-talk
325,"Talent Booker, The Ringer",United States of America (Home Mix) or Remote Americas,https://www.lifeatspotify.com/jobs/talent-booker-the-ringer
326,"Backend Engineer, Observability Infrastructure",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-observability-infrastructure
327,Music Marketing Lead,Mumbai,https://www.lifeatspotify.com/jobs/music-marketing-lead
328,"Senior Product Manager, Cloud Foundations",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-manager-cloud-foundations
329,"Sr. Policy Support Specialist, QA, T&S",New York or Remote Americas,https://www.lifeatspotify.com/jobs/sr-policy-support-specialist-qa-ts
330,"Senior Manager, Product Design, Personalized Listening Experiences",Atlanta,https://www.lifeatspotify.com/jobs/senior-manager-product-design-personalized-listening-experiences-3
331,"Machine Learning Engineering Manager, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/machine-learning-engineering-manager-personalization
332,"Experienced Backend/Full, stack Engineer, Fan Insights & Guidance",New York or Remote Americas,https://www.lifeatspotify.com/jobs/experienced-backend-full-stack-engineer-fan-insights-guidance
333,"Senior User Researcher, Platform Developer Experience",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-user-researcher-platform-developer-experience
334,"Senior Manager, Product Design, Personalized Listening Experiences",Boston,https://www.lifeatspotify.com/jobs/senior-manager-product-design-personalized-listening-experiences-2
335,"Senior User Researcher, Personalization",New York,https://www.lifeatspotify.com/jobs/senior-user-researcher-personalization-2
336,"Engineering Manager, Self Serve Ad Studio, Payments Team",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-self-serve-ad-studio-payments-team
337,"Global Category Development Officer, CPG",New York or Remote Americas,https://www.lifeatspotify.com/jobs/category-development-officer-health-wellness-personal-care
338,"Associate Director, Payments Growth Optimisation",London or Remote EMEA,https://www.lifeatspotify.com/jobs/associate-director-payments-growth-optimisation
339,"Senior Data Engineer, Experience Mission",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-data-engineer-experience-mission
340,Engineering Manager: Royalties & Reporting,New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-royalties-reporting
341,"Senior Android Engineer, Spotify For Artists Experience",New York or Remote Americas,https://www.lifeatspotify.com/jobs/android-engineer-spotify-for-artists-experience
342,Music and Content Partnership Marketing Manager,Tokyo,https://www.lifeatspotify.com/jobs/music-and-content-partnership-marketing-manager
343,"Data/Back, End Engineer, Analytics Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-analytics-platform
344,"Senior Backend Engineer, Analytics Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-analytics-platform
345,"Senior Analyst, Sales Operations & Strategy, Americas",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-analyst-sales-operations-strategy-americas
346,"Senior Technical Product Manager, Podcast Monetization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-technical-product-manager-podcast-monetization
347,"Data Scientist, Growth, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-growth-talk
348,"Associate Analytics Engineer, Direct Guaranteed, Ads R&D",New York or Remote Americas,https://www.lifeatspotify.com/jobs/associate-analytics-engineer-direct-guaranteed-ads-rd
349,"Senior Solution Engineer, Machine Learning Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-solution-engineer-machine-learning-platform
350,"Engineering Manager, Data Platform, Consumer Experience",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/engineering-manager-data-platform-consumer-experience
351,"Senior Product Manager, Cloud Compute",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-manager-cloud-compute
352,"Ad Studio Country Lead, Berlin",Berlin,https://www.lifeatspotify.com/jobs/ad-studio-country-lead-berlin
353,"Senior Data Engineer, Customer Journey",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-data-engineer-customer-journey
354,Head of Sales Japan,Tokyo,https://www.lifeatspotify.com/jobs/head-of-sales-japan
355,"Engineering Manager, Spotify for Teams",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-spotify-for-teams
356,"Data Engineer, Fanatic",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-fanatic
357,"Senior Manager, Product Design, Personalized Listening Experiences",New York,https://www.lifeatspotify.com/jobs/senior-manager-product-design-personalized-listening-experiences
358,"Senior Backend Engineer, Fan Commerce",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-fan-commerce
359,"Senior Backend Engineer, Creator Studio",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-creator-studio
360,"Backend/Data Engineer, Creator Studio",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-data-engineer-creator-studio
361,"Design Manager, Editorial, LatAm",Miami,https://www.lifeatspotify.com/jobs/design-manager-editorial-latam
362,"Data Engineer, Experience",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/data-engineer-experience
363,"Backend Engineer, Personalization",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-personalization-2
364,"Program Manager, Financial Engineering",New York or Remote Americas,https://www.lifeatspotify.com/jobs/program-manager-financial-engineering
365,"Backend Engineer, Freemium",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-freemium
366,"Product Designer, Editorial Design",New York or Remote Americas,https://www.lifeatspotify.com/jobs/product-designer-editorial-design
367,"Engineering Manager, Financial Systems",London or Remote EMEA,https://www.lifeatspotify.com/jobs/engineering-manager-financial-systems
368,"Product Manager, Security",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/product-manager-security-2
369,"Product Manager, Security",New York or Remote Americas,https://www.lifeatspotify.com/jobs/product-manager-security
370,"Group Product Manager, Security",New York or Remote Americas,https://www.lifeatspotify.com/jobs/group-product-manager-security
371,"Senior Backend Engineer, Freemium",London or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-backend-engineer-freemium-remote-eligible-emea
372,"Site Reliability Engineer, Music Vertical Platform",New York,https://www.lifeatspotify.com/jobs/site-reliability-engineer-music-vertical-platform
373,"Full Stack Engineer, Developer Experience",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer
374,Ad Sales Systems Specialist,Los Angeles or Remote Americas,https://www.lifeatspotify.com/jobs/ad-sales-systems-specialist
375,Podcast and Community Communications Manager,São Paulo,https://www.lifeatspotify.com/jobs/podcast-and-community-communications-manager
376,"Web Engineer, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/web-engineer-advertising-2
377,"Site Reliability Engineer, Digital Workplace (Identity Access Management)",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/site-reliability-engineer-digital-workplace-identity-access-management-2
378,"Site Reliability Engineer, Digital Workplace (Identity Access Management)",Berlin or Remote EMEA,https://www.lifeatspotify.com/jobs/site-reliability-engineer-digital-workplace-identity-access-management
379,"Senior Data Scientist, Advertising Product Innovation",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-scientist-performance-platform
380,Campaign Manager,Mexico City or Remote Americas,https://www.lifeatspotify.com/jobs/campaign-manager-2
381,"Analytics Engineer, Audiobooks & Gated Content",New York or Remote EMEA,https://www.lifeatspotify.com/jobs/analytics-engineer-audiobooks-gated-content
382,"Research Scientist, Language Technologies",Boston,https://www.lifeatspotify.com/jobs/research-scientist-language-technologies
383,"Backend Engineer, Core Infrastructure",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-core-infrastructure-4
384,"Senior Analytics Engineer, Music Vertical Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/analytics-engineer-spotify-for-artists
385,"Solutions Architect, Robotic Process Automation",New York or Remote Americas,https://www.lifeatspotify.com/jobs/solutions-architect-robotic-process-automation
386,"Robotic Process Automation, Feasibility Lead Developer",New York or Remote Americas,https://www.lifeatspotify.com/jobs/robotic-process-automation-feasibility-lead-developer
387,"Backend Engineer, Reliability",Boston or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-reliability
388,"Backend Engineer, Consumer Experience",Copenhagen or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-consumer-experience
389,"Senior Machine Learning Engineer, Content Intelligence",New York or Remote Americas,https://www.lifeatspotify.com/jobs/staff-machine-learning-engineer-content-intelligence
390,"Full Stack Engineer, Spotify for Developers",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/full-stack-engineer-spotify-for-developers
391,"Senior Engineering Manager, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-engineering-manager-talk
392,"Staff Researcher/ Research Scientist, Trust & Safety",New York or Remote Americas,https://www.lifeatspotify.com/jobs/staff-researcher-research-scientist-trust-safety
393,"Full Stack Engineer, Backstage",Madrid or Remote EMEA,https://www.lifeatspotify.com/jobs/fullstack-engineer-backstage
394,"Senior Backend Engineer, Machine Learning (Remote Eligible, Americas)",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-machine-learning-remote-eligible-americas
395,"Senior Machine Learning Engineer (Remote Eligible, Americas)",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-machine-learning-engineer-remote-eligible-americas
396,"Backend Engineer, Core Infrastructure",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-core-infrastructure-3
397,"Engineering Manager, Self Serve Ad Studio",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-self-serve-ad-studio-2
398,"Engineering Manager, Messaging Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-messaging-platform
399,"Senior Product Designer, Music Vertical Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-designer-music-vertical-platform
400,"User Researcher, Content Experiences",New York or Remote Americas,https://www.lifeatspotify.com/jobs/user-researcher-content-experiences
401,"Senior Android Engineer, Freemium",Berlin or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-android-engineer-freemium
402,"Senior iOS Engineer, Freemium",Berlin or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-ios-engineer-freemium
403,"Senior Engineering Manager, Ad Formats, Client Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-engineering-manager-ad-formats-client-platform
404,"Senior Engineering Manager, Data Products",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-engineering-manager-data-products
405,"Staff Accountant, Content Accounting",New York,https://www.lifeatspotify.com/jobs/staff-accountant-content-accounting
406,"Engineering Manager, Messaging Applications",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-messaging
407,"Account Manager, Advertising",London,https://www.lifeatspotify.com/jobs/account-manager-advertising
408,"Advertising Account Manager, Multi, Market",London,https://www.lifeatspotify.com/jobs/advertising-account-manager-multi-market
409,"Backend Engineer, Compliance",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-compliance
410,"Senior Full Stack Engineer, Legal & IA Systems",New York,https://www.lifeatspotify.com/jobs/senior-full-stack-engineer-legal-ia-systems
411,"Studio Content Development Lead, Japan",Tokyo,https://www.lifeatspotify.com/jobs/studio-content-development-lead-japan
412,"Research Scientist, Semantic Search & Knowledge Representation",London,https://www.lifeatspotify.com/jobs/research-scientist-semantic-search-knowledge-representation
413,"Trends and Future Forecaster, Innovation + Market Intelligence",New York,https://www.lifeatspotify.com/jobs/senior-manager-innovation-and-market-intelligence
414,"Product Manager, Commerce Platform",London or Remote EMEA,https://www.lifeatspotify.com/jobs/product-manager-commerce-platform
415,"Technical Manager, Programmatic, Business Operations",New York or Remote Americas,https://www.lifeatspotify.com/jobs/technical-manager-automation-business-operations
416,"Manager, Sales Operations & Strategy, North America",New York or Remote Americas,https://www.lifeatspotify.com/jobs/manager-sales-operations-strategy-north-america
417,"iOS Engineer, Freemium",London or Remote EMEA,https://www.lifeatspotify.com/jobs/ios-engineer-freemium
418,"Account Director, Düsseldorf, Fixed Term Contract",Düsseldorf,https://www.lifeatspotify.com/jobs/account-director-dusseldorf
419,"Account Manager, Düsseldorf",Düsseldorf,https://www.lifeatspotify.com/jobs/account-manager-dusseldorf
420,"Product Designer, Paid and Organic Growth",New York or Remote Americas,https://www.lifeatspotify.com/jobs/product-designer-organic-growth
421,"Backend Engineer, Music Insights for Creators Platform, Integration Team",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-music-insights-for-creators-platform-integration-team
422,"Senior Technical Product Manager, Forecasting & Reporting",New York or Remote Americas,https://www.lifeatspotify.com/jobs/technical-product-manager-forecasting-reporting
423,"Senior Software Development Engineer in Test Automation, Financial Systems",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/software-development-engineer-in-test-automation-financial-systems
424,"Staff Engineer, Platform & Partner Experience",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/staff-engineer-platform-partner-experience
425,KPop Brand/Music Marketing Lead,Singapore,https://www.lifeatspotify.com/jobs/k-pop-brand-music-marketing-lead
426,"Backend Engineer, Release",London or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-release
427,"Product Director, Personalization",Boston or Remote Americas,https://www.lifeatspotify.com/jobs/product-director-personalization
428,"Manager, Payroll North America",New York,https://www.lifeatspotify.com/jobs/manager-payroll-north-america
429,"Senior Revenue Accountant, Podcasts",New York,https://www.lifeatspotify.com/jobs/senior-revenue-accountant-podcasts
430,"Senior Data Engineer, Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-engineer-platform-2
431,"Staff Software Engineer, Content Platform",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/staff-software-engineer-content-platform
432,"User Researcher, Personalization",Boston,https://www.lifeatspotify.com/jobs/user-researcher-personalization
433,"Senior Web Engineer, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/web-engineer-advertising
434,"Legal Counsel, Platform Liability & Enforcement",New York,https://www.lifeatspotify.com/jobs/legal-counsel-content-compliance
435,"Senior Data Engineer, Machine Learning Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-engineer-machine-learning-platform
436,"Systems Backend Engineer, Sales Operations, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/systems-backend-engineer-sales-operations-advertising
437,"Web/Full Stack Systems Engineer, Sales Operations, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/web-full-stack-systems-engineer-sales-operations-advertising
438,"Android Engineer, Talk",Toronto or Remote Americas,https://www.lifeatspotify.com/jobs/android-engineer-talk
439,"Senior Product Manager, Sales Operations, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-manager-sales-operations-advertising-pre-sale
440,"Senior Product Manager, Sales Operations, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-manager-sales-operations-advertising-post-sale
441,"Senior Product Manager Playlist Experience, Consumer Experience",London or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-product-manager-playlist-experience-consumer-experience
442,"Senior Data Engineer, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-engineer-personalization-4
443,Artist & Label Partnerships Coordinator (Contractor),Tokyo,https://www.lifeatspotify.com/jobs/artist-label-partnerships-coordinator-contractor
444,"Site Reliability Engineer, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/site-reliability-engineer-advertising
445,"Software Engineer, Test, Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/software-engineer-test-advertising
446,"Data Scientist, Freemium Innovation",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-freemium-innovation
447,"Senior Engineering Manager, DataX",London,https://www.lifeatspotify.com/jobs/senior-engineering-manager-datax
448,"Senior Product Manager Data Platforms, Consumer Experience",Berlin or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-product-manager-data-platforms-consumer-experience
449,"Product Manager, Data Processing",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/product-manager-data-processing
450,Senior Engineering Manager,Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-engineering-manager
451,"Data Scientist, Growth",London or Remote EMEA,https://www.lifeatspotify.com/jobs/data-scientist-growth
452,"Data Engineer, Composer",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/data-engineer-composer
453,"Full Stack Engineer, Data Foundations",New York or Remote Americas,https://www.lifeatspotify.com/jobs/full-stack-engineer-data-foundations
454,"Data Scientist, Music Vertical Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-music-vertical-platform
455,"Senior Web Engineer, Freemium",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-web-engineer-freemium
456,Senior Engineer,New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-2
457,"Senior Data Engineer , Experience",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-experience-2
458,"Senior Data Engineer, Creator Studio",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-creator-studio
459,"Data Engineer, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-personalization-3
460,"iOS Engineer, Consumer Experience",New York or Remote Americas,https://www.lifeatspotify.com/jobs/ios-engineer-consumer-experience-3
461,"Data Scientist, Spotify For Artists",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-spotify-for-artists
462,"Full Stack Web Engineer, Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/web-engineer-platform
463,"Backend Engineer, Audiobooks & Gated Content",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-audiobooks-gated-content
464,"Senior Data Scientist, Spotify For Artists",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-scientist-spotify-for-artists
465,"Backend Engineer, Personalization",London or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-personalization
466,"Backend Engineer, Data Infrastructure",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-backend-engineer-data-infrastructure
467,"Experienced Data Engineer, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/experienced-data-engineer-talk
468,"Senior Data Engineer, Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-engineer-platform
469,"Android Engineer, Consumer Experience",Amsterdam or Remote EMEA,https://www.lifeatspotify.com/jobs/android-engineer-consumer-experience-4
470,"Data Scientist, Growth Insights, Audiobooks & Gated Content",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-business-insights-audiobooks-gated-content
471,"Data Scientist, Product, Audiobooks & Gated Content",New York or Remote EMEA,https://www.lifeatspotify.com/jobs/data-scientist-product-audiobooks-gated-content
472,"Account Director, Vertical, Germany",Düsseldorf,https://www.lifeatspotify.com/jobs/account-director-vertical-germany
473,"Engineering Manager, Advertising Technology",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-advertising-technology
474,"Senior Backend/Data Engineer, Insights Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-insights-platform
475,"Machine Learning Engineering Manager, Ad Technology",New York or Remote Americas,https://www.lifeatspotify.com/jobs/machine-learning-engineering-manager-ad-technology
476,"Data Engineer, Native Ads",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-backend-engineer-native-ads
477,"Legal Counsel, Music Licensing",New York,https://www.lifeatspotify.com/jobs/legal-counsel-music-licensing
478,"Data Engineer, Music Vertical Platform, Music Insights for Creators Platform Team",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-music-vertical-platform-music-insight-for-creators-platform-team
479,"Senior Backend Engineer, Insights Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-insights-platform
480,"Lead Data Scientist, Marketing Analytics",New York or Remote Americas,https://www.lifeatspotify.com/jobs/lead-data-scientist-marketing-analytics
481,"Senior Business Intelligence Analyst, Personalization",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-business-intelligence-analyst-personalization
482,"Staff Engineer, Financial Services",London or Remote EMEA,https://www.lifeatspotify.com/jobs/staff-engineer-architect
483,"Director of Engineering, Sales Tools",New York or Remote Americas,https://www.lifeatspotify.com/jobs/director-of-engineering-sales-tools
484,"Manager, Initiatives, Procure to Pay",New York,https://www.lifeatspotify.com/jobs/manager-initiatives-procure-to-pay
485,"Account Director, Agency Lead, Berlin",Berlin,https://www.lifeatspotify.com/jobs/account-director-agency
486,"Senior Backend Engineer, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-chemistry-personalization
487,"Android Performance Engineer, Main App Quality",New York or Remote Americas,https://www.lifeatspotify.com/jobs/android-performance-engineer-platform
488,"Engineering Manager, Mobile App Performance",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-mobile-performance-engineering
489,"Android Engineer, Consumer Experience",Washington D.C. or Remote Americas,https://www.lifeatspotify.com/jobs/android-engineer-consumer-experience-2
490,"Senior Android Engineer, Consumer Experience",Berlin or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-android-engineer-consumer-experience
491,"Senior Engineer, Data Foundations",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-engineer-data-foundations
492,"Experienced Web Engineer, Podcast Creation Tools",New York or Remote Americas,https://www.lifeatspotify.com/jobs/experienced-web-engineer-podcast-creation-tools
493,"Data Scientist, Spotify Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-spotify-advertising
